"FindingId","Track","System","File","Evidence","Impact","Severity","Recommendation","Verification","SourceRegister","ReviewStatus","Notes"
"P10-F00547","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2191;Deserialize:L2197;SerialCtor:L2187;VersionWrite:L2194;VersionRead:L2200; class=Server.Items.WoodenCasket; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00548","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Container.cs","Serialize:L2163;Deserialize:L2169;SerialCtor:L2159;VersionWrite:L2166;VersionRead:L2172; class=Server.Items.WoodenCoffin; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00549","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L484;Deserialize:L491;SerialCtor:L481; class=Server.Items.FillableBarrel; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00550","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L247;Deserialize:L266;SerialCtor:L244; class=Server.Items.FillableContainer; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00551","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L247;Deserialize:L266;SerialCtor:L244; class=Server.Items.FillableContainer; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00552","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L371;Deserialize:L378;SerialCtor:L368; class=Server.Items.FillableLargeCrate; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00553","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L452;Deserialize:L459;SerialCtor:L449; class=Server.Items.FillableMetalBox; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00554","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L399;Deserialize:L406;SerialCtor:L396; class=Server.Items.FillableSmallCrate; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00555","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/FillableContainers.cs","Serialize:L340;Deserialize:L347;SerialCtor:L337; class=Server.Items.LibraryBookcase; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00556","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/LockableContainer.cs","Serialize:L85;Deserialize:L104;VersionWrite:L89;VersionRead:L108; class=Unknown; category=MissingSerialConstructor","Save","P1","Confirm whether the type is save-persistent; add the RunUO Serial constructor if it must load from world saves.","Re-run Phase 6 serialization register and narrow project build.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00557","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Quivers/ArcherQuiver.cs","Serialize:L20;Deserialize:L26;SerialCtor:L17; class=Server.Items.ArcherQuiver; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00558","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/Quivers/ElvenQuiver.cs","Serialize:L23;Deserialize:L30;SerialCtor:L20; class=Server.Items.ElvenQuiver; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00559","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/SalvageBag.cs","Serialize:L456;Deserialize:L463;SerialCtor:L453; class=Server.Items.SalvageBag; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00560","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/WeightReductionContainer.cs","Serialize:L220;Deserialize:L226;SerialCtor:L217;VersionWrite:L223;VersionRead:L229; class=Server.Items.LargeBagofHolding; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00561","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/WeightReductionContainer.cs","Serialize:L144;Deserialize:L150;SerialCtor:L141;VersionWrite:L147;VersionRead:L153; class=Server.Items.MediumBagofHolding; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00562","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/WeightReductionContainer.cs","Serialize:L68;Deserialize:L74;SerialCtor:L65;VersionWrite:L71;VersionRead:L77; class=Server.Items.SmallBagofHolding; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00563","10.2 Serialization Order And Versioning","Items:Containers","Data/Scripts/Items/Containers/WeightReductionContainer.cs","Serialize:L409;Deserialize:L416;SerialCtor:L406;VersionWrite:L413;VersionRead:L420; class=Server.Items.WeightReductionContainer; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00564","10.2 Serialization Order And Versioning","Items:Decorations","Data/Scripts/Items/Decorations/Artifacts/BaseDecorationArtifact.cs","Serialize:L22;Deserialize:L29;SerialCtor:L19; class=Server.Items.BaseDecorationArtifact; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00565","10.2 Serialization Order And Versioning","Items:Decorations","Data/Scripts/Items/Decorations/Artifacts/BaseDecorationArtifact.cs","Serialize:L53;Deserialize:L60;SerialCtor:L50; class=Server.Items.BaseDecorationContainerArtifact; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
