"System","Classification","File","PrimaryRole","SecondaryRoles","RuntimeHooks","SerializedState","Gumps","ConfigData","VerificationStatus"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/FieldCorn.cs","Persistence","","","class:FieldCorn;class:InternalTarget","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/Hay.cs","Persistence","","","class:Hay","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/MushroomGarden.cs","StartupWiring","Persistence","CustomTimerSubclass","class:MushroomAddon;class:CropTimer;class:MushroomGardenSouthAddon;class:MushroomGardenSouthDeed;class:MushroomGardenEastAddon;class:MushroomGardenEastDeed","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/Mushrooms.cs","Persistence","","","class:Mushrooms","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/OatSheath.cs","Persistence","","","class:OatSheath;class:InternalTarget","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/RiceSheath.cs","Persistence","","","class:RiceSheath;class:InternalTarget","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/Sugarcane.cs","Persistence","","","class:Sugarcane;class:InternalTarget","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/TeaLeaves.cs","Persistence","","","class:TeaLeaves","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Other/Wheat.cs","Persistence","","","class:Wheat;class:InternalTarget","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/CarrotPlant.cs","Persistence","","","class:CarrotPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/CornPlant.cs","Persistence","","","class:CornPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/CottonPlantEast.cs","Persistence","","","class:CottonPlantEast","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/CottonPlantWest.cs","Persistence","","","class:CottonPlantWest","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/FlaxPlant.cs","Persistence","","","class:FlaxPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/GarlicPlant.cs","Persistence","","","class:GarlicPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/GinsengPlant.cs","Persistence","","","class:GinsengPlant;class:GinsengUprooted","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/HayPlant.cs","Persistence","","","class:HayPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/MandrakePlant.cs","Persistence","","","class:MandrakePlant;class:MandrakeUprooted","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/NightShadePlant.cs","Persistence","","","class:NightshadePlant;class:NightshadeUprooted","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/OnionPlant.cs","Persistence","","","class:OnionPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/TurnipPlant.cs","Persistence","","","class:TurnipPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Crops/WheatPlant.cs","Persistence","","","class:WheatPlant","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Items/GinsengUprooted.cs","Persistence","","","class:GinsengUprooted","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Wild Crops/Items/MandrakeUprooted.cs","Persistence","","","class:MandrakeUprooted","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/DefJuicing.cs","Unknown","","","","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Engine/BaseCraftJuice.cs","Persistence","Crafting","","class:BaseCraftJuice;enum:SaveFlag","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Engine/FruitsInfo.cs","Unknown","","","","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Engine/JuiceEnums.cs","Unknown","","","","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Items/BottleOfJuice.cs","Persistence","","","class:BottleOfJuice","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Items/EmptyJuiceBottle.cs","Persistence","","","class:EmptyJuiceBottle","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Items/JuiceKeg.cs","StartupWiring","Persistence","Initialize","class:JuiceKeg;enum:SaveFlag","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Items/Tools/FarmLabelMaker.cs","GumpUI","Persistence","","class:FarmLabelMaker;class:RenameItemTarget;class:LabelPrompt;class:LabelPrompt2","OnResponse","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Items/Tools/JuicersTools.cs","Persistence","","","class:JuicersTools","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Mobiles/JuiceMaker.cs","Persistence","","","class:JuiceMaker","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Mobiles/SBJuiceMaker.cs","Unknown","","","","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Books/PowerScrolls/Scrolls_Exalted.cs","Persistence","ItemContent","","class:DJ_SE_Anatomy;class:DJ_SE_Focus;class:DJ_SE_Alchemy;class:DJ_SE_AnimalLore;class:DJ_SE_AnimalTaming;class:DJ_SE_Archery;class:DJ_SE_ArmsLore;class:DJ_SE_Blacksmith;class:DJ_SE_Bushido;class:DJ_SE_Carpentry;class:DJ_SE_Cartography;class:DJ_SE_Chivalry;class:DJ_SE_Cooking;class:DJ_SE_DetectHidden;class:DJ_SE_Discordance;class:DJ_SE_EvalInt;class:DJ_SE_Fencing;class:DJ_SE_Fishing;class:DJ_SE_Fletching;class:DJ_SE_Healing;class:DJ_SE_Herding;class:DJ_SE_Hiding;class:DJ_SE_Inscribe;class:DJ_SE_Lockpicking;class:DJ_SE_Lumberjacking;class:DJ_SE_Macing;class:DJ_SE_Magery;class:DJ_SE_MagicResist;class:DJ_SE_Meditation;class:DJ_SE_Mining;class:DJ_SE_Musicianship;class:DJ_SE_Necromancy;class:DJ_SE_Ninjitsu;class:DJ_SE_Parry;class:DJ_SE_Peacemaking;class:DJ_SE_Poisoning;class:DJ_SE_Provocation;class:DJ_SE_RemoveTrap;class:DJ_SE_Snooping;class:DJ_SE_Elementalism;class:DJ_SE_SpiritSpeak;class:DJ_SE_Stealing;class:DJ_SE_Stealth;class:DJ_SE_Swords;class:DJ_SE_Tactics;class:DJ_SE_Tailoring;class:DJ_SE_Tinkering;class:DJ_SE_Tracking;class:DJ_SE_Veterinary;class:DJ_SE_Wrestling","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Books/PowerScrolls/Scrolls_Legendary.cs","Persistence","ItemContent","","class:DJ_SL_Alchemy;class:DJ_SL_AnimalLore;class:DJ_SL_AnimalTaming;class:DJ_SL_Archery;class:DJ_SL_ArmsLore;class:DJ_SL_Blacksmith;class:DJ_SL_Bushido;class:DJ_SL_Carpentry;class:DJ_SL_Cartography;class:DJ_SL_Chivalry;class:DJ_SL_Cooking;class:DJ_SL_DetectHidden;class:DJ_SL_Discordance;class:DJ_SL_EvalInt;class:DJ_SL_Fencing;class:DJ_SL_Fishing;class:DJ_SL_Fletching;class:DJ_SL_Healing;class:DJ_SL_Herding;class:DJ_SL_Hiding;class:DJ_SL_Inscribe;class:DJ_SL_Lockpicking;class:DJ_SL_Lumberjacking;class:DJ_SL_Macing;class:DJ_SL_Magery;class:DJ_SL_MagicResist;class:DJ_SL_Meditation;class:DJ_SL_Mining;class:DJ_SL_Musicianship;class:DJ_SL_Necromancy;class:DJ_SL_Ninjitsu;class:DJ_SL_Parry;class:DJ_SL_Peacemaking;class:DJ_SL_Poisoning;class:DJ_SL_Provocation;class:DJ_SL_RemoveTrap;class:DJ_SL_Snooping;class:DJ_SL_Elementalism;class:DJ_SL_SpiritSpeak;class:DJ_SL_Stealing;class:DJ_SL_Stealth;class:DJ_SL_Swords;class:DJ_SL_Tactics;class:DJ_SL_Tailoring;class:DJ_SL_Tinkering;class:DJ_SL_Tracking;class:DJ_SL_Veterinary;class:DJ_SL_Wrestling;class:DJ_SL_Anatomy;class:DJ_SL_Focus","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Books/PowerScrolls/Scrolls_Mythical.cs","Persistence","ItemContent","","class:DJ_SM_Alchemy;class:DJ_SM_AnimalLore;class:DJ_SM_AnimalTaming;class:DJ_SM_Archery;class:DJ_SM_ArmsLore;class:DJ_SM_Blacksmith;class:DJ_SM_Bushido;class:DJ_SM_Carpentry;class:DJ_SM_Cartography;class:DJ_SM_Chivalry;class:DJ_SM_Cooking;class:DJ_SM_DetectHidden;class:DJ_SM_Discordance;class:DJ_SM_EvalInt;class:DJ_SM_Fencing;class:DJ_SM_Fishing;class:DJ_SM_Fletching;class:DJ_SM_Healing;class:DJ_SM_Herding;class:DJ_SM_Hiding;class:DJ_SM_Inscribe;class:DJ_SM_Lockpicking;class:DJ_SM_Lumberjacking;class:DJ_SM_Macing;class:DJ_SM_Magery;class:DJ_SM_MagicResist;class:DJ_SM_Meditation;class:DJ_SM_Mining;class:DJ_SM_Musicianship;class:DJ_SM_Necromancy;class:DJ_SM_Ninjitsu;class:DJ_SM_Parry;class:DJ_SM_Peacemaking;class:DJ_SM_Poisoning;class:DJ_SM_Provocation;class:DJ_SM_RemoveTrap;class:DJ_SM_Snooping;class:DJ_SM_Elementalism;class:DJ_SM_SpiritSpeak;class:DJ_SM_Stealing;class:DJ_SM_Stealth;class:DJ_SM_Swords;class:DJ_SM_Tactics;class:DJ_SM_Tailoring;class:DJ_SM_Tinkering;class:DJ_SM_Tracking;class:DJ_SM_Veterinary;class:DJ_SM_Wrestling;class:DJ_SM_Anatomy;class:DJ_SM_Focus","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Books/PowerScrolls/Scrolls_Power.cs","Persistence","ItemContent","","class:DJ_SP_Alchemy;class:DJ_SP_AnimalLore;class:DJ_SP_AnimalTaming;class:DJ_SP_Archery;class:DJ_SP_ArmsLore;class:DJ_SP_Blacksmith;class:DJ_SP_Bushido;class:DJ_SP_Carpentry;class:DJ_SP_Cartography;class:DJ_SP_Chivalry;class:DJ_SP_Cooking;class:DJ_SP_DetectHidden;class:DJ_SP_Discordance;class:DJ_SP_EvalInt;class:DJ_SP_Fencing;class:DJ_SP_Fishing;class:DJ_SP_Fletching;class:DJ_SP_Healing;class:DJ_SP_Herding;class:DJ_SP_Hiding;class:DJ_SP_Inscribe;class:DJ_SP_Lockpicking;class:DJ_SP_Lumberjacking;class:DJ_SP_Macing;class:DJ_SP_Magery;class:DJ_SP_MagicResist;class:DJ_SP_Meditation;class:DJ_SP_Mining;class:DJ_SP_Musicianship;class:DJ_SP_Necromancy;class:DJ_SP_Ninjitsu;class:DJ_SP_Parry;class:DJ_SP_Peacemaking;class:DJ_SP_Poisoning;class:DJ_SP_Provocation;class:DJ_SP_RemoveTrap;class:DJ_SP_Snooping;class:DJ_SP_Elementalism;class:DJ_SP_SpiritSpeak;class:DJ_SP_Stealing;class:DJ_SP_Stealth;class:DJ_SP_Swords;class:DJ_SP_Tactics;class:DJ_SP_Tailoring;class:DJ_SP_Tinkering;class:DJ_SP_Tracking;class:DJ_SP_Veterinary;class:DJ_SP_Wrestling;class:DJ_SP_Anatomy;class:DJ_SP_Focus","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Books/PowerScrolls/Scrolls_Wonderous.cs","Persistence","ItemContent","","class:DJ_SW_Alchemy;class:DJ_SW_AnimalLore;class:DJ_SW_AnimalTaming;class:DJ_SW_Archery;class:DJ_SW_ArmsLore;class:DJ_SW_Blacksmith;class:DJ_SW_Bushido;class:DJ_SW_Carpentry;class:DJ_SW_Cartography;class:DJ_SW_Chivalry;class:DJ_SW_Cooking;class:DJ_SW_DetectHidden;class:DJ_SW_Discordance;class:DJ_SW_EvalInt;class:DJ_SW_Fencing;class:DJ_SW_Fishing;class:DJ_SW_Fletching;class:DJ_SW_Healing;class:DJ_SW_Herding;class:DJ_SW_Hiding;class:DJ_SW_Inscribe;class:DJ_SW_Lockpicking;class:DJ_SW_Lumberjacking;class:DJ_SW_Macing;class:DJ_SW_Magery;class:DJ_SW_MagicResist;class:DJ_SW_Meditation;class:DJ_SW_Mining;class:DJ_SW_Musicianship;class:DJ_SW_Necromancy;class:DJ_SW_Ninjitsu;class:DJ_SW_Parry;class:DJ_SW_Peacemaking;class:DJ_SW_Poisoning;class:DJ_SW_Provocation;class:DJ_SW_RemoveTrap;class:DJ_SW_Snooping;class:DJ_SW_Elementalism;class:DJ_SW_SpiritSpeak;class:DJ_SW_Stealing;class:DJ_SW_Stealth;class:DJ_SW_Swords;class:DJ_SW_Tactics;class:DJ_SW_Tailoring;class:DJ_SW_Tinkering;class:DJ_SW_Tracking;class:DJ_SW_Veterinary;class:DJ_SW_Wrestling;class:DJ_SW_Anatomy;class:DJ_SW_Focus","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Food/Cooking.cs","StartupWiring","Persistence;Crafting;ItemContent","CustomTimerSubclass","class:WheatSheaf","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Food/Hunger.cs","CommandSurface","StartupWiring;ItemContent","Initialize","","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Items/Potions/Elixirs/Elixirs.cs","StartupWiring","Persistence;ItemContent","CustomTimerSubclass","class:ElixirAlchemy;class:InternalTimer;class:ElixirAnatomy;class:InternalTimer;class:ElixirAnimalLore;class:InternalTimer;class:ElixirAnimalTaming;class:InternalTimer;class:ElixirArchery;class:InternalTimer;class:ElixirArmsLore;class:InternalTimer;class:ElixirBegging;class:InternalTimer;class:ElixirBlacksmith;class:InternalTimer;class:ElixirCamping;class:InternalTimer;class:ElixirCarpentry;class:InternalTimer;class:ElixirCartography;class:InternalTimer;class:ElixirCooking;class:InternalTimer;class:ElixirDetectHidden;class:InternalTimer;class:ElixirDiscordance;class:InternalTimer;class:ElixirEvalInt;class:InternalTimer;class:ElixirFencing;class:InternalTimer;class:ElixirFishing;class:InternalTimer;class:ElixirFletching;class:InternalTimer;class:ElixirFocus;class:InternalTimer;class:ElixirForensics;class:InternalTimer;class:ElixirHealing;class:InternalTimer;class:ElixirHerding;class:InternalTimer;class:ElixirHiding;class:InternalTimer;class:ElixirInscribe;class:InternalTimer;class:ElixirItemID;class:InternalTimer;class:ElixirLockpicking;class:InternalTimer;class:ElixirLumberjacking;class:InternalTimer;class:ElixirMacing;class:InternalTimer;class:ElixirMagicResist;class:InternalTimer;class:ElixirMeditation;class:InternalTimer;class:ElixirMining;class:InternalTimer;class:ElixirMusicianship;class:InternalTimer;class:ElixirParry;class:InternalTimer;class:ElixirPeacemaking;class:InternalTimer;class:ElixirPoisoning;class:InternalTimer;class:ElixirProvocation;class:InternalTimer;class:ElixirRemoveTrap;class:InternalTimer;class:ElixirSnooping;class:InternalTimer;class:ElixirSpiritSpeak;class:InternalTimer;class:ElixirStealing;class:InternalTimer;class:ElixirStealth;class:InternalTimer;class:ElixirSwords;class:InternalTimer;class:ElixirTactics;class:InternalTimer;class:ElixirTailoring;class:InternalTimer;class:ElixirTasteID;class:InternalTimer;class:ElixirTinkering;class:InternalTimer;class:ElixirTracking;class:InternalTimer;class:ElixirVeterinary;class:InternalTimer;class:ElixirWrestling;class:InternalTimer","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/Scripts/Trades/Crafting/DefCooking.cs","Crafting","","","","","","PartiallyVerified"
"Homestead","ImportedPackage","Data/System/Source/EventSink.cs","StartupWiring","StaffTooling;WorldState","EventSink;WorldLoad;WorldSave","","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs","StartupWiring","GumpUI;Persistence;StaffTooling;WorldState","CustomTimerSubclass;Initialize","class:BaseXmlSpawner;class:ProtectedProperty;enum:KeywordFlags;class:TypeInfo;enum:typeKeyword;enum:typemodKeyword;enum:itemKeyword;enum:valueKeyword;enum:valuemodKeyword;class:KeywordTag;class:KeywordTimer;class:XmlPlayMusic","SendGump","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/ItemFlags.cs","CommandSurface","StartupWiring;StaffTooling;WorldState","Initialize","","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs","PacketNetwork","StartupWiring;StaffTooling;WorldState","EventSink;Initialize;PacketHandlers.Register;Timer.DelayCall","","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","CommandSurface","StartupWiring;GumpUI;Persistence;StaffTooling;WorldState","CustomTimerSubclass;Initialize;OnMovement;OnSpeech;Timer.DelayCall","class:XmlSpawner;enum:TODModeType;enum:SpawnPositionType;class:SpawnPositionInfo;class:MovementInfo;class:MovementTimer;class:GetValueTarget;class:XmlSetCommand;class:TagListTarget;class:XmlHomeTarget;class:SubgroupSorter;class:GlobalSectorTimer;class:SectorTimer;class:WarnTimer2;class:WarnEntry2;class:InternalTimer;class:SpawnerTimer;class:InternalTimer3;class:SpawnObject","SendGump","*.xml;Data/xmlspawner.cfg","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/XmlSpawnerSkillCheck.cs","StaffTooling","WorldState","","","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/XmlTextEntryBook.cs","PacketNetwork","StartupWiring;Persistence;StaffTooling;WorldState","Initialize;PacketHandlers.Register","class:XmlTextEntryBook;class:BaseEntryBook;class:EntryBookPageDetails;class:EntryBookHeader","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/Gumps/XmlSpawnerGumps.cs","GumpUI","StaffTooling;WorldState","","","OnResponse;SendGump","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/Wands/BaseWand.cs","StartupWiring","Persistence;StaffTooling;WorldState","Timer.DelayCall","enum:WandEffect;class:BaseWand","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/Wands/ClumsyWand.cs","Persistence","StaffTooling;WorldState","","class:ClumsyWand","","","PartiallyVerified"
"XMLSpawner","SharedService","Data/Scripts/Custom/XMLSpawner/Wands/FeebleWand.cs","Persistence","StaffTooling;WorldState","","class:FeebleWand","","","PartiallyVerified"
