"System","File","Line","GumpHook","Guards","Risk","Evidence","NeedsBoundsReview","NeedsNullStateReview"
"Spell Framework","Data/Scripts/Magic/Ninjitsu/AnimalForm.cs","718","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","3889","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","4826","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Research/Gumps/AncientSpellBookGump.cs","1101","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1073","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1182","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1252","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/SythSpellbook.cs","507","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/SythSpellbook.cs","711","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","956","OnResponse","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/BookWitchBrewing.cs","403","OnResponse","BoundsGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","437","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","968","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","26","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","OnResponse(from, """");","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","29","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","51","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","OnResponse(from, """");","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","54","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","74","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","OnResponse(from, """");","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","77","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","821","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","1162","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"PvP Consent","Data/Scripts/Mobiles/Base/PlayerMobile.cs","2293","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1489","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1590","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1635","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1676","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/RentedVendor.cs","336","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","153","OnResponse","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","194","OnResponse","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","1127","OnResponse","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Sherry.cs","125","OnResponse","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/Citizens.cs","5245","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","1539","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","301","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs","292","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs","483","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs","758","OnResponse","BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Shepherd.cs","349","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Veterinarian.cs","156","OnResponse","BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/Necromental.cs","287","OnResponse","NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(Mobile from, string text)","Yes","No"
"Mobiles:Races","Data/Scripts/Mobiles/Races/RacePotions.cs","1057","OnResponse","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Exodus.cs","435","OnResponse","NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Quests:GygaxStatue.cs","Data/Scripts/Quests/GygaxStatue.cs","157","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:ScrollClue.cs","Data/Scripts/Quests/ScrollClue.cs","1258","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:SomeRandomNote.cs","Data/Scripts/Quests/SomeRandomNote.cs","1181","OnResponse","AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Codex","Data/Scripts/Quests/Codex/CodexWisdom.cs","424","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Codex","Data/Scripts/Quests/Codex/CodexWisdom.cs","607","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Codex","Data/Scripts/Quests/Codex/VortexCube.cs","847","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Epic","Data/Scripts/Quests/Epic/Gumps/EpicGump.cs","604","OnResponse","RangeGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","Yes","No"
"Quests:Frankenstein","Data/Scripts/Quests/Frankenstein/FrankenJournal.cs","374","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Golems","Data/Scripts/Quests/Golems/GolemManual.cs","1145","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Major","Data/Scripts/Quests/Major/QuestTome.cs","684","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Museum","Data/Scripts/Quests/Museum/Gumps/MuseumBookGump.cs","454","OnResponse","BoundsGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Pagan","Data/Scripts/Quests/Pagan/ObeliskTip.cs","460","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Pagan","Data/Scripts/Quests/Pagan/PaganArtifact.cs","367","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Prisoners","Data/Scripts/Quests/Prisoners/Prisoner.cs","802","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Quests:Robots","Data/Scripts/Quests/Robots/RobotSchematics.cs","614","OnResponse","AccessGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Quests:Runes","Data/Scripts/Quests/Runes/RuneBox.cs","536","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Search","Data/Scripts/Quests/Search/SearchBook.cs","472","OnResponse","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Search","Data/Scripts/Quests/Search/SearchPage.cs","206","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Quests:Summon","Data/Scripts/Quests/Summon/SummonTutorial.cs","133","OnResponse","NullGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"System:Chat","Data/Scripts/System/Chat/Gumps/3.0 Skin/ColorsGump.cs","241","OnResponse","AccessGuard;BoundsGuard;NullGuard","Medium","public override void OnResponse(int hue)","No","No"
"System:Chat","Data/Scripts/System/Chat/Gumps/3.0 Skin/SendMessageGump.cs","268","OnResponse","AccessGuard;DeletedGuard;NullGuard;StateGuard","High","public override void OnResponse(int hue)","Yes","No"
"System:Chat","Data/Scripts/System/Chat/Gumps/Gumps Plus/GumpPlus.cs","480","OnResponse","AccessGuard;BoundsGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"System:Commands","Data/Scripts/System/Commands/AddonGenerator.cs","965","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"System:Commands","Data/Scripts/System/Commands/AddToBank.cs","570","OnResponse","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"System:Commands","Data/Scripts/System/Commands/AddTrap.cs","93","OnResponse","AccessGuard;BoundsGuard;MapGuard;StateGuard","High","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"System:Commands","Data/Scripts/System/Commands/Batch.cs","391","OnResponse","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"System:Commands","Data/Scripts/System/Commands/Batch.cs","500","OnResponse","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"System:Commands","Data/Scripts/System/Commands/Handlers.cs","610","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, int index)","No","No"
"System:Commands","Data/Scripts/System/Commands/Handlers.cs","642","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, int index)","No","No"
"System:Commands","Data/Scripts/System/Commands/HelpInfo.cs","371","OnResponse","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
